imdbID	Genre	Country
tt0082222	Drama	Poland
tt0082245	Horror	USA
tt0082263	Comedy	USA
tt0082288	Action	USA
tt0082329	Drama	USA
tt0082340	Action	UK
tt0082348	Adventure	USA
tt0082351	Romance	UK
tt0082352	Horror	USA
tt0082353	Romance	USA
tt0082382	Comedy	USA
tt0082398	Action	UK
tt0082402	Crime	USA
tt0082405	Comedy	USA
tt0082406	Animation	USA
tt0082416	Drama	UK
tt0082418	Horror	USA
tt0082432	Adventure	Australia
tt0082449	Drama	USA
tt0082457	Comedy	USA
tt0082474	Comedy	UK
tt0082495	Horror	USA
tt0082497	Drama	USA
tt0082499	Drama	USA
tt0082507	Sci-Fi	USA
tt0082517	Comedy	USA
tt0082525	Action	USA
tt0082533	Horror	USA
tt0082558	Comedy	USA
tt0082619	Drama	USA
tt0082648	Action	USA
tt0082763	Comedy	USA
tt0082764	Comedy	USA
tt0082766	Biography	USA
tt0082812	Horror	USA
tt0082816	Drama	USA
tt0082817	Action	USA
tt0082846	Drama	UK
tt0082853	Comedy	USA
tt0082869	Action	UK
tt0082886	Comedy	USA
tt0082894	Drama	USA
tt0082934	Crime	USA
tt0082945	Crime	USA
tt0082948	Comedy	USA
tt0082958	Adventure	USA
tt0082969	Drama	USA
tt0082970	Drama	USA
tt0082971	Action	USA
tt0082979	Biography	USA
tt0082992	Drama	USA
tt0083006	Drama	USA
tt0083015	Comedy	USA
tt0083041	Comedy	USA
tt0083064	Action	USA
tt0083079	Drama	Canada
tt0083113	Adventure	USA
tt0083131	Action	USA
tt0083133	Comedy	USA
tt0083163	Comedy	USA
tt0083169	Drama	USA
tt0083170	Adventure	USA
tt0083190	Action	USA
tt0083193	Biography	USA
tt0083232	Crime	USA
tt0083254	Comedy	USA
tt0083284	Action	USA
tt0083326	Drama	USA
tt0083336	Horror	USA
tt0083365	Drama	USA
tt0084058	Drama	UK
tt0084867	Action	USA
tt0085121	Crime	USA
tt0085154	Drama	USA
tt0085159	Horror	USA
tt0085208	Comedy	USA
tt0085236	Drama	UK
tt0085244	Comedy	USA
tt0085248	Adventure	USA
tt0085255	Action	USA
tt0085271	Sci-Fi	USA
tt0085276	Action	USA
tt0085318	Action	USA
tt0085320	Biography	UK
tt0085333	Action	USA
tt0085334	Comedy	USA
tt0085346	Comedy	USA
tt0085382	Horror	USA
tt0085384	Comedy	UK
tt0085387	Comedy	USA
tt0085398	Drama	UK
tt0085407	Horror	USA
tt0085412	Comedy	USA
tt0085450	Comedy	USA
tt0085461	Drama	UK
tt0085470	Comedy	USA
tt0085473	Action	USA
tt0085475	Drama	USA
tt0085478	Comedy	UK
tt0085542	Animation	USA
tt0085549	Drama	USA
tt0085551	Comedy	USA
tt0085588	Comedy	USA
tt0085608	Adventure	USA
tt0085615	Crime	USA
tt0085656	Biography	USA
tt0085678	Adventure	USA
tt0085694	Horror	USA
tt0085701	Fantasy	UK
tt0085750	Horror	USA
tt0085764	Comedy	USA
tt0085780	Horror	USA
tt0085811	Action	UK
tt0085838	Drama	USA
tt0085859	Comedy	UK
tt0085862	Action	USA
tt0085863	Drama	USA
tt0085867	Thriller	USA
tt0085868	Comedy	Canada
tt0085873	Comedy	USA
tt0085891	Comedy	USA
tt0085895	Drama	USA
tt0085919	Comedy	USA
tt0085933	Drama	UK
tt0085935	Adventure	USA
tt0085970	Comedy	USA
tt0085980	Comedy	USA
tt0085995	Adventure	USA
tt0086005	Adventure	USA
tt0086006	Action	UK
tt0086011	Drama	USA
tt0086014	Horror	USA
tt0086034	Action	UK
tt0086036	Horror	Canada
tt0086058	Action	USA
tt0086066	Crime	USA
tt0086112	Comedy	UK
tt0086129	Comedy	Canada
tt0086143	Comedy	USA
tt0086154	Crime	USA
tt0086192	Action	USA
tt0086197	Adventure	USA
tt0086200	Comedy	USA
tt0086205	Comedy	USA
tt0086216	Drama	USA
tt0086220	Drama	Canada
tt0086264	Comedy	Canada
tt0086312	Biography	USA
tt0086325	Comedy	USA
tt0086336	Fantasy	USA
tt0086346	Action	Canada
tt0086352	Comedy	USA
tt0086355	Biography	USA
tt0086356	Drama	USA
tt0086361	Drama	USA
tt0086370	Comedy	USA
tt0086373	Comedy	Canada
tt0086374	Horror	USA
tt0086377	Crime	USA
tt0086379	Action	USA
tt0086381	Action	Philippines
tt0086383	Action	USA
tt0086393	Action	UK
tt0086397	Comedy	USA
tt0086405	Drama	USA
tt0086423	Drama	USA
tt0086425	Comedy	USA
tt0086429	Drama	USA
tt0086461	Action	USA
tt0086465	Comedy	USA
tt0086476	Comedy	USA
tt0086491	Horror	USA
tt0086494	Comedy	USA
tt0086508	Action	USA
tt0086510	Drama	USA
tt0086525	Comedy	USA
tt0086541	Horror	Canada
tt0086567	Sci-Fi	USA
tt0086582	Adventure	UK
tt0086593	Drama	USA
tt0086618	Action	UK
tt0086619	Drama	UK
tt0086637	Comedy	USA
tt0086837	Mystery	USA
tt0086856	Adventure	USA
tt0086859	Action	USA
tt0086873	Comedy	USA
tt0086876	Comedy	USA
tt0086877	Crime	USA
tt0086879	Biography	USA
tt0086886	Comedy	USA
tt0086896	Action	USA
tt0086927	Comedy	USA
tt0086946	Drama	USA
tt0086955	Comedy	USA
tt0086960	Action	USA
tt0086969	Drama	USA
tt0086984	Crime	USA
tt0086985	Drama	USA
tt0086987	Comedy	USA
tt0086992	Drama	UK
tt0086993	Action	UK
tt0086998	Comedy	USA
tt0086999	Comedy	USA
tt0087003	Comedy	USA
tt0087004	Comedy	USA
tt0087015	Horror	USA
tt0087032	Action	USA
tt0087050	Horror	USA
tt0087054	Comedy	USA
tt0087062	Action	USA
tt0087072	Comedy	UK
tt0087078	Action	USA
tt0087089	Crime	USA
tt0087091	Drama	USA
tt0087096	Adventure	USA
tt0087127	Adventure	Argentina
tt0087130	Action	Canada
tt0087175	Adventure	USA
tt0087182	Action	USA
tt0087197	Comedy	USA
tt0087222	Action	Mexico
tt0087231	Biography	UK
tt0087233	Drama	USA
tt0087260	Comedy	USA
tt0087262	Action	USA
tt0087263	Drama	USA
tt0087265	Comedy	USA
tt0087277	Drama	USA
tt0087313	Comedy	USA
tt0087332	Adventure	USA
tt0087359	Drama	USA
tt0087363	Comedy	USA
tt0087365	Adventure	UK
tt0087384	Drama	USA
tt0087385	Comedy	USA
tt0087425	Comedy	USA
tt0087428	Comedy	UK
tt0087451	Action	USA
tt0087452	Drama	USA
tt0087464	Horror	USA
tt0087469	Action	USA
tt0087482	Comedy	USA
tt0087507	Action	USA
tt0087513	Comedy	USA
tt0087525	Comedy	USA
tt0087538	Action	USA
tt0087553	Drama	UK
tt0087589	Action	USA
tt0087597	Action	USA
tt0087629	Thriller	USA
tt0087635	Comedy	USA
tt0087666	Comedy	USA
tt0087688	Drama	USA
tt0087722	Drama	USA
tt0087727	Action	USA
tt0087730	Drama	Italy
tt0087746	Horror	USA
tt0087747	Comedy	USA
tt0087751	Drama	USA
tt0087755	Comedy	USA
tt0087781	Drama	USA
tt0087799	Comedy	USA
tt0087800	Horror	USA
tt0087810	Comedy	USA
tt0087835	Comedy	USA
tt0087843	Crime	Italy
tt0087866	Comedy	UK
tt0087884	Drama	West Germany
tt0087892	Adventure	UK
tt0087910	Adventure	USA
tt0087921	Drama	USA
tt0087928	Comedy	USA
tt0087932	Action	USA
tt0087951	Comedy	USA
tt0087956	Drama	USA
tt0087957	Drama	USA
tt0087968	Comedy	USA
tt0087980	Drama	USA
tt0087981	Horror	Australia
tt0087983	Drama	USA
tt0087995	Comedy	USA
tt0088000	Comedy	USA
tt0088001	Comedy	USA
tt0088006	Adventure	USA
tt0088007	Drama	USA
tt0088011	Action	USA
tt0088024	Action	USA
tt0088046	Comedy	UK
tt0088103	Adventure	UK
tt0088117	Horror	USA
tt0088128	Comedy	USA
tt0088146	Crime	USA
tt0088153	Drama	USA
tt0088161	Comedy	USA
tt0088170	Action	USA
tt0088172	Adventure	USA
tt0088176	Drama	USA
tt0088178	Documentary	USA
tt0088184	Comedy	USA
tt0088194	Action	USA
tt0088206	Action	UK
tt0088213	Drama	USA
tt0088224	Action	USA
tt0088242	Comedy	USA
tt0088247	Action	UK
tt0088249	Horror	USA
tt0088256	Drama	USA
tt0088258	Comedy	USA
tt0088272	Mystery	USA
tt0088286	Comedy	USA
tt0088318	Drama	France
tt0088322	Drama	Mexico
tt0088323	Adventure	West Germany
tt0088330	Drama	USA
tt0088333	Comedy	USA
tt0088379	Adventure	Argentina
tt0088385	Comedy	USA
tt0088402	Comedy	USA
tt0088414	Comedy	USA
tt0088680	Comedy	USA
tt0088683	Drama	USA
tt0088707	Drama	USA
tt0088708	Action	USA
tt0088757	Action	USA
tt0088760	Family	USA
tt0088763	Adventure	USA
tt0088765	Comedy	USA
tt0088794	Comedy	USA
tt0088814	Animation	USA
tt0088846	Drama	UK
tt0088847	Comedy	USA
tt0088850	Comedy	USA
tt0088851	Fantasy	UK
tt0088855	Documentary	USA
tt0088885	Animation	Canada
tt0088889	Comedy	USA
tt0088895	Action	USA
tt0088915	Drama	USA
tt0088930	Comedy	USA
tt0088933	Sci-Fi	USA
tt0088936	Action	USA
tt0088939	Drama	USA
tt0088944	Action	USA
tt0088947	Comedy	USA
tt0088960	Comedy	USA
tt0088979	Family	UK
tt0088987	Biography	UK
tt0088993	Horror	USA
tt0089003	Action	USA
tt0089017	Comedy	USA
tt0089034	Horror	UK
tt0089052	Biography	UK
tt0089079	Drama	USA
tt0089087	Action	UK
tt0089092	Action	USA
tt0089114	Adventure	USA
tt0089118	Action	USA
tt0089126	Comedy	USA
tt0089129	Drama	USA
tt0089155	Comedy	USA
tt0089160	Drama	USA
tt0089167	Comedy	USA
tt0089175	Fantasy	USA
tt0089208	Comedy	USA
tt0089218	Adventure	USA
tt0089221	Comedy	UK
tt0089222	Action	USA
tt0089243	Action	USA
tt0089264	Comedy	USA
tt0089265	Comedy	USA
tt0089272	Animation	USA
tt0089276	Drama	Argentina
tt0089283	Action	UK
tt0089304	Comedy	USA
tt0089346	Comedy	USA
tt0089348	Action	USA
tt0089360	Crime	USA
tt0089370	Action	USA
tt0089383	Comedy	Canada
tt0089385	Family	USA
tt0089393	Comedy	USA
tt0089420	Adventure	UK
tt0089421	Action	USA
tt0089424	Drama	Brazil
tt0089444	Comedy	USA
tt0089457	Adventure	USA
tt0089461	Action	USA
tt0089470	Action	USA
tt0089489	Action	UK
tt0089504	Comedy	USA
tt0089523	Comedy	USA
tt0089530	Action	Australia
tt0089543	Comedy	USA
tt0089555	Drama	USA
tt0089560	Biography	USA
tt0089569	Comedy	USA
tt0089572	Crime	USA
tt0089601	Comedy	USA
tt0089603	Biography	USA
tt0089622	Comedy	UK
tt0089629	Comedy	USA
tt0089643	Comedy	USA
tt0089652	Action	USA
tt0089670	Comedy	USA
tt0089679	Drama	USA
tt0089686	Fantasy	USA
tt0089695	Action	USA
tt0089716	Biography	Yugoslavia
tt0089730	Comedy	USA
tt0089731	Family	Canada
tt0089748	Drama	Yugoslavia
tt0089755	Biography	USA
tt0089767	Western	USA
tt0089791	Adventure	USA
tt0089798	Drama	USA
tt0089822	Comedy	USA
tt0089839	Comedy	USA
tt0089841	Comedy	USA
tt0089853	Comedy	USA
tt0089869	Drama	New Zealand
tt0089877	Animation	USA
tt0089880	Action	USA
tt0089881	Action	Japan
tt0089883	Drama	USA
tt0089885	Comedy	USA
tt0089886	Comedy	USA
tt0089893	Action	Netherlands
tt0089901	Action	USA
tt0089907	Comedy	USA
tt0089913	Adventure	UK
tt0089927	Drama	USA
tt0089941	Action	USA
tt0089981	Comedy	USA
tt0090021	Horror	USA
tt0090022	Action	USA
tt0090036	Comedy	USA
tt0090037	Drama	UK
tt0090056	Adventure	USA
tt0090060	Drama	USA
tt0090065	Adventure	South Korea
tt0090073	Action	USA
tt0090092	Documentary	USA
tt0090095	Comedy	France
tt0090098	Comedy	USA
tt0090103	Comedy	USA
tt0090110	Biography	USA
tt0090112	Drama	USA
tt0090130	Action	USA
tt0090142	Comedy	USA
tt0090151	Crime	USA
tt0090152	Documentary	USA
tt0090180	Action	USA
tt0090184	Comedy	USA
tt0090196	Comedy	Yugoslavia
tt0090203	Drama	USA
tt0090209	Comedy	USA
tt0090213	Action	USA
tt0090217	Action	USA
tt0090223	Drama	USA
tt0090264	Action	UK
tt0090270	Drama	USA
tt0090274	Comedy	USA
tt0090293	Drama	USA
tt0090305	Comedy	USA
tt0090310	Drama	UK
tt0090319	Drama	USA
tt0090323	Adventure	UK
tt0090327	Horror	UK
tt0090329	Crime	USA
tt0090350	Action	USA
tt0090357	Adventure	USA
tt0090555	Adventure	Australia
tt0090557	Drama	USA
tt0090559	Documentary	USA
tt0090563	Drama	France
tt0090567	Crime	USA
tt0090568	Action	USA
tt0090570	Biography	UK
tt0090576	Drama	Netherlands
tt0090583	Comedy	USA
tt0090585	Drama	UK
tt0090605	Action	UK
tt0090631	Drama	USA
tt0090633	Animation	USA
tt0090655	Horror	USA
tt0090660	Action	USA
tt0090670	Crime	USA
tt0090678	Action	USA
tt0090685	Comedy	USA
tt0090693	Action	USA
tt0090710	Drama	USA
tt0090713	Comedy	USA
tt0090728	Action	USA
tt0090735	Action	USA
tt0090738	Crime	USA
tt0090753	Action	USA
tt0090756	Mystery	USA
tt0090768	Drama	USA
tt0090769	Biography	Canada
tt0090774	Comedy	USA
tt0090779	Action	Canada
tt0090830	Drama	USA
tt0090848	Adventure	USA
tt0090852	Comedy	UK
tt0090856	Comedy	USA
tt0090859	Action	USA
tt0090863	Drama	USA
tt0090886	Comedy	USA
tt0090887	Action	USA
tt0090904	Action	USA
tt0090917	Drama	USA
tt0090927	Action	USA
tt0090934	Drama	USA
tt0090966	Comedy	USA
tt0090967	Comedy	USA
tt0090970	Crime	USA
tt0090985	Comedy	Canada
tt0091003	Action	USA
tt0091019	Drama	Israel
tt0091024	Drama	USA
tt0091042	Comedy	USA
tt0091051	Action	USA
tt0091053	Drama	USA
tt0091055	Action	USA
tt0091059	Adventure	USA
tt0091064	Drama	USA
tt0091080	Horror	USA
tt0091083	Horror	USA
tt0091113	Comedy	Italy
tt0091123	Animation	USA
tt0091129	Action	USA
tt0091149	Animation	USA
tt0091159	Comedy	USA
tt0091164	Thriller	UK
tt0091167	Comedy	USA
tt0091173	Comedy	USA
tt0091178	Horror	USA
tt0091187	Action	USA
tt0091188	Comedy	USA
tt0091203	Action	UK
tt0091209	Thriller	USA
tt0091213	Action	USA
tt0091217	Drama	UK
tt0091223	Comedy	USA
tt0091225	Action	USA
tt0091276	Horror	USA
tt0091278	Action	USA
tt0091282	Adventure	USA
tt0091295	Biography	USA
tt0091306	Comedy	USA
tt0091310	Drama	USA
tt0091313	Action	USA
tt0091326	Action	USA
tt0091343	Horror	USA
tt0091344	Action	USA
tt0091369	Adventure	UK
tt0091374	Biography	UK
tt0091396	Comedy	USA
tt0091400	Action	USA
tt0091415	Horror	UK
tt0091419	Comedy	USA
tt0091445	Comedy	USA
tt0091472	Sci-Fi	USA
tt0091474	Crime	USA
tt0091499	Action	USA
tt0091508	Drama	USA
tt0091530	Adventure	UK
tt0091534	Comedy	USA
tt0091538	Crime	UK
tt0091541	Comedy	USA
tt0091554	Crime	USA
tt0091557	Adventure	USA
tt0091575	Action	USA
tt0091579	Comedy	USA
tt0091584	Animation	USA
tt0091603	Drama	USA
tt0091605	Crime	Italy
tt0091613	Drama	USA
tt0091630	Comedy	USA
tt0091637	Crime	USA
tt0091647	Horror	USA
tt0091653	Comedy	USA
tt0091668	Comedy	USA
tt0091680	Comedy	USA
tt0091706	Action	USA
tt0091707	Horror	USA
tt0091738	Comedy	USA
tt0091756	Comedy	UK
tt0091763	Drama	UK
tt0091777	Comedy	USA
tt0091778	Horror	USA
tt0091786	Drama	USA
tt0091790	Comedy	USA
tt0091814	Crime	USA
tt0091815	Action	USA
tt0091817	Drama	USA
tt0091828	Action	USA
tt0091836	Drama	USA
tt0091859	Comedy	UK
tt0091875	Action	USA
tt0091877	Comedy	USA
tt0091886	Drama	UK
tt0091934	Adventure	UK
tt0091939	Comedy	USA
tt0091949	Comedy	USA
tt0091954	Biography	UK
tt0091963	Action	UK
tt0091981	Action	USA
tt0091983	Comedy	USA
tt0091991	Comedy	USA
tt0092005	Adventure	USA
tt0092007	Adventure	USA
tt0092022	Drama	USA
tt0092034	Drama	Greece
tt0092035	Comedy	USA
tt0092042	Adventure	USA
tt0092068	Comedy	France
tt0092074	Comedy	USA
tt0092076	Comedy	USA
tt0092079	Comedy	USA
tt0092086	Comedy	USA
tt0092099	Action	USA
tt0092104	Comedy	USA
tt0092105	Comedy	USA
tt0092106	Animation	USA
tt0092112	Comedy	USA
tt0092115	Fantasy	USA
tt0092117	Musical	USA
tt0092133	Comedy	USA
tt0092147	Comedy	USA
tt0092172	Action	Canada
tt0092173	Drama	USA
tt0092195	Action	USA
tt0092205	Adventure	USA
tt0092214	Comedy	USA
tt0092226	Comedy	USA
tt0092240	Action	USA
tt0092272	Drama	USA
tt0092493	Action	Australia
tt0092494	Comedy	USA
tt0092513	Action	USA
tt0092537	Comedy	USA
tt0092546	Comedy	USA
tt0092548	Action	USA
tt0092559	Comedy	USA
tt0092563	Horror	UK
tt0092585	Action	USA
tt0092605	Comedy	USA
tt0092608	Comedy	USA
tt0092615	Fantasy	USA
tt0092618	Comedy	USA
tt0092627	Crime	USA
tt0092632	Crime	USA
tt0092638	Adventure	USA
tt0092641	Action	USA
tt0092644	Action	USA
tt0092646	Comedy	USA
tt0092655	Adventure	USA
tt0092656	Drama	USA
tt0092666	Comedy	USA
tt0092675	Action	USA
tt0092690	Comedy	USA
tt0092699	Comedy	USA
tt0092710	Comedy	USA
tt0092717	Comedy	USA
tt0092718	Comedy	USA
tt0092721	Drama	Canada
tt0092751	Action	USA
tt0092752	Animation	USA
tt0092758	Documentary	USA
tt0092767	Action	USA
tt0092796	Comedy	USA
tt0092798	Comedy	USA
tt0092802	Comedy	USA
tt0092804	Biography	UK
tt0092809	Sci-Fi	USA
tt0092822	Comedy	USA
tt0092834	Comedy	USA
tt0092842	Drama	USA
tt0092843	Drama	UK
tt0092850	Comedy	USA
tt0092854	Action	USA
tt0092857	Action	USA
tt0092890	Drama	USA
tt0092897	Comedy	USA
tt0092925	Comedy	USA
tt0092934	Drama	USA
tt0092948	Documentary	USA
tt0092965	Drama	USA
tt0092967	Comedy	USA
tt0092974	Family	USA
tt0092997	Action	USA
tt0093010	Drama	USA
tt0093011	Action	USA
tt0093036	Drama	USA
tt0093042	Comedy	USA
tt0093044	Thriller	UK
tt0093051	Comedy	USA
tt0093058	Drama	UK
tt0093067	Drama	USA
tt0093072	Adventure	USA
tt0093073	Drama	USA
tt0093075	Fantasy	Canada
tt0093093	Drama	USA
tt0093105	Biography	USA
tt0093137	Drama	USA
tt0093143	Drama	USA
tt0093145	Comedy	USA
tt0093148	Comedy	USA
tt0093166	Documentary	USA
tt0093175	Comedy	USA
tt0093177	Fantasy	UK
tt0093185	Action	USA
tt0093186	Comedy	USA
tt0093200	Comedy	USA
tt0093204	Comedy	Canada
tt0093209	Comedy	UK
tt0093215	Comedy	USA
tt0093217	Adventure	Italy
tt0093220	Comedy	USA
tt0093223	Crime	USA
tt0093225	Comedy	USA
tt0093231	Comedy	USA
tt0093253	Comedy	USA
tt0093260	Action	USA
tt0093276	Action	Italy
tt0093277	Drama	USA
tt0093278	Action	USA
tt0093315	Comedy	USA
tt0093347	Thriller	USA
tt0093378	Biography	USA
tt0093389	Biography	China
tt0093405	Action	USA
tt0093407	Crime	USA
tt0093409	Action	USA
tt0093415	Drama	USA
tt0093418	Comedy	USA
tt0093428	Action	UK
tt0093437	Comedy	USA
tt0093467	Comedy	USA
tt0093476	Fantasy	USA
tt0093477	Comedy	USA
tt0093483	Action	USA
tt0093493	Comedy	USA
tt0093507	Action	USA
tt0093509	Drama	USA
tt0093512	Drama	UK
tt0093539	Comedy	USA
tt0093558	Documentary	USA
tt0093560	Action	USA
tt0093565	Comedy	USA
tt0093567	Comedy	USA
tt0093589	Comedy	USA
tt0093596	Comedy	USA
tt0093605	Action	USA
tt0093617	Comedy	USA
tt0093626	Horror	USA
tt0093629	Fantasy	USA
tt0093640	Action	USA
tt0093648	Action	USA
tt0093654	Action	USA
tt0093658	Action	USA
tt0093660	Drama	USA
tt0093664	Comedy	Italy
tt0093690	Comedy	USA
tt0093692	Action	USA
tt0093693	Comedy	USA
tt0093714	Comedy	USA
tt0093727	Comedy	UK
tt0093737	Comedy	USA
tt0093743	Animation	USA
tt0093744	Family	Sweden
tt0093756	Comedy	USA
tt0093771	Action	UK
tt0093773	Action	USA
tt0093776	Biography	UK
tt0093777	Horror	USA
tt0093778	Comedy	Yugoslavia
tt0093779	Adventure	USA
tt0093780	Action	USA
tt0093818	Comedy	USA
tt0093822	Comedy	USA
tt0093828	Action	USA
tt0093854	Comedy	USA
tt0093857	Comedy	USA
tt0093870	Action	USA
tt0093881	Crime	USA
tt0093886	Comedy	USA
tt0093894	Action	USA
tt0093898	Drama	USA
tt0093913	Comedy	UK
tt0093940	Drama	USA
tt0093966	Action	USA
tt0093969	Drama	USA
tt0093970	Documentary	USA
tt0094006	Drama	USA
tt0094008	Crime	USA
tt0094012	Adventure	USA
tt0094020	Drama	USA
tt0094021	Action	USA
tt0094025	Comedy	USA
tt0094027	Drama	USA
tt0094033	Action	USA
tt0094034	Action	USA
tt0094035	Crime	UK
tt0094037	Action	USA
tt0094056	Crime	USA
tt0094071	Drama	USA
tt0094072	Comedy	USA
tt0094074	Action	UK
tt0094082	Crime	USA
tt0094089	Comedy	USA
tt0094118	Comedy	USA
tt0094140	Drama	USA
tt0094142	Comedy	USA
tt0094155	Comedy	USA
tt0094169	Comedy	USA
tt0094208	Drama	France
tt0094226	Crime	USA
tt0094291	Crime	USA
tt0094293	Action	USA
tt0094304	Drama	USA
tt0094315	Drama	USA
tt0094318	Adventure	USA
tt0094321	Comedy	USA
tt0094331	Comedy	UK
tt0094332	Comedy	USA
tt0094383	Comedy	USA
tt0094593	Comedy	USA
tt0094594	Drama	USA
tt0094602	Action	USA
tt0094606	Drama	USA
tt0094608	Crime	Canada
tt0094612	Action	USA
tt0094631	Action	USA
tt0094637	Comedy	USA
tt0094651	Action	Netherlands
tt0094663	Drama	USA
tt0094669	Crime	USA
tt0094678	Comedy	USA
tt0094701	Horror	USA
tt0094712	Drama	USA
tt0094715	Comedy	USA
tt0094716	War	USA
tt0094721	Comedy	USA
tt0094731	Action	USA
tt0094737	Comedy	USA
tt0094739	Comedy	USA
tt0094744	Adventure	USA
tt0094746	Comedy	USA
tt0094747	Biography	USA
tt0094761	Action	USA
tt0094768	Action	USA
tt0094783	Drama	USA
tt0094792	Action	USA
tt0094799	Drama	USA
tt0094812	Comedy	USA
tt0094819	Adventure	UK
tt0094824	Comedy	USA
tt0094827	Drama	USA
tt0094846	Comedy	USA
tt0094862	Fantasy	USA
tt0094869	Drama	USA
tt0094871	Comedy	UK
tt0094882	Drama	USA
tt0094884	Drama	USA
tt0094889	Comedy	USA
tt0094890	Adventure	USA
tt0094894	Action	USA
tt0094898	Comedy	USA
tt0094907	Comedy	UK
tt0094910	Comedy	USA
tt0094921	Comedy	USA
tt0094933	Mystery	USA
tt0094934	Drama	USA
tt0094947	Drama	USA
tt0094961	Action	USA
tt0094963	Action	USA
tt0094964	Drama	Canada
tt0094979	Adventure	UK
tt0094980	Documentary	USA
tt0095016	Action	USA
tt0095031	Comedy	USA
tt0095036	Drama	USA
tt0095047	Comedy	USA
tt0095050	Drama	USA
tt0095082	Drama	USA
tt0095088	Comedy	USA
tt0095107	Comedy	USA
tt0095119	Drama	USA
tt0095145	Comedy	USA
tt0095159	Comedy	USA
tt0095169	Comedy	USA
tt0095174	Crime	USA
tt0095178	Drama	USA
tt0095179	Horror	USA
tt0095186	Comedy	USA
tt0095188	Comedy	USA
tt0095238	Drama	USA
tt0095243	Biography	USA
tt0095250	Action	France
tt0095253	Comedy	USA
tt0095271	Horror	USA
tt0095274	Drama	UK
tt0095275	Biography	USA
tt0095280	Drama	USA
tt0095288	Comedy	USA
tt0095289	Documentary	USA
tt0095294	Horror	UK
tt0095296	Action	USA
tt0095304	Comedy	Ireland
tt0095311	Thriller	USA
tt0095326	Comedy	USA
tt0095333	Drama	USA
tt0095348	Action	USA
tt0095357	Comedy	USA
tt0095360	Documentary	USA
tt0095382	Action	Canada
tt0095409	Comedy	USA
tt0095428	Crime	USA
tt0095454	Drama	Canada
tt0095484	Fantasy	USA
tt0095488	Comedy	UK
tt0095489	Animation	USA
tt0095497	Drama	USA
tt0095519	Comedy	USA
tt0095532	Drama	USA
tt0095560	Adventure	USA
tt0095564	Drama	UK
