file_names,clothing_category,texture,fabric,fit
Tailored_Woven_Blazer-img_00000090.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Cuffed_High-Waist_Shorts-img_00000057.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Boys_Aint_Loyal_Graphic_Tee-img_00000027.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Textured_Baroque_Floral_Shorts-img_00000014.jpg,32,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Sequined_Tweed_Skirt-img_00000032.jpg,33,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Longline_Batwing_Cardigan-img_00000014.jpg,6,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 1 0 
Classic_V-Neck_Cardigan-img_00000006.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Spoiled_Graphic_Tee-img_00000020.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Belted_High-Waisted_Shorts-img_00000004.jpg,32,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Draped_Surplice_Blouse-img_00000055.jpg,3,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Geo_Stripe_Knit_Mini_Skirt-img_00000018.jpg,33,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Strapless_Coated_Dress-img_00000067.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Tribal_Print_Drawstring_Joggers-img_00000013.jpg,29,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Clear_Cut_High-Waisted_Shorts-img_00000027.jpg,32,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
Dot-Patterned_Athletic_Tank-img_00000004.jpg,17,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Heathered_Knit_Drawstring_Jumpsuit-img_00000026.jpg,42,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Nautical_Palm_Print_Tee-img_00000038.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
V-Cut_Bodycon_Dress-img_00000013.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Fringed_Stripe_Poncho-img_00000013.jpg,15,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Side-Slit_Maxi_Dress-img_00000002.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Floral_Bodycon_Dress-img_00000070.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Wearing_It_Anyway_Graphic_Tee-img_00000008.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Slub_Jersey_Tank-img_00000016.jpg,17,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Denim_Drawstring_Romper-img_00000003.jpg,48,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Mesh_Maxi_Dress-img_00000046.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Classic_Denim_Blazer-img_00000075.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Drawstring_Cuffed_Shorts-img_00000012.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Crochet-Trimmed_Gauze_Maxi_Dress-img_00000007.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Paisley_Cami_Maxi_Dress-img_00000004.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Cami_Dress-img_00000071.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Good_Girls_Muscle_Tee-img_00000048.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Slub_Knit_Henley-img_00000021.jpg,9,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Slub_Knit_Top-img_00000001.jpg,19,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 1 0 
Double-Breasted_Blazer-img_00000111.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Crochet_Lace_Midi_Skirt-img_00000061.jpg,33,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Scalloped_Halter_Dress-img_00000022.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,1 0 0 
Drawstring_Waist_Maxi_Dress-img_00000009.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
French_Terry_Shorts-img_00000049.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Fleece-Lined_Cardigan-img_00000032.jpg,6,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 1 0 
Boxy_Scoop_Neck_Tee-img_00000066.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Control_Sector_Drawstring_Harem_Joggers-img_00000041.jpg,29,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Quilted_Open-Front_Blazer-img_00000108.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Boxy_Buttoned_Blazer-img_00000094.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 1 0 
Semi-Sheer_Curved_Hem_Dress-img_00000028.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Daring_Mesh_Panel_Skater_Dress-img_00000045.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Knit_Pencil_Skirt-img_00000018.jpg,33,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Acid_Wash_-_Skinny_Jeans-img_00000045.jpg,26,1 0 0 0 0 0 0 ,1 0 0 0 0 0 ,1 0 0 
Hooded_Henley_Sweater-img_00000035.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Textured_Stripe_Smocked_Dress-img_00000065.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Floral_Foliage_Peasant_Dress-img_00000004.jpg,41,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Diamond_Print_Joggers-img_00000017.jpg,29,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Strapless_Pleated_Chiffon_Dress-img_00000079.jpg,41,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Embroidered_Floral_Shorts-img_00000011.jpg,32,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
High-Slit_Plaid_Shirt_Dress-img_00000013.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Essential_Raglan_Tee-img_00000043.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Boy_Shorts-img_00000014.jpg,32,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Button-Front_Drawstring_Romper-img_00000004.jpg,48,0 0 0 0 1 0 0 ,0 1 0 0 0 0 ,0 0 1 
Floral_Print_Strappy_Dress-img_00000009.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Lace_Overlay_Dress-img_00000007.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Boxy_Soft-Knit_Sweater-img_00000031.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Abstract_Print_Workout_Leggings-img_00000024.jpg,30,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Textured_Midi_Skirt-img_00000002.jpg,33,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Ribbed_Knit_Cami_Dress-img_00000011.jpg,41,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Floral_Tapestry_Shorts-img_00000034.jpg,32,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Rolled-Up_Distressed_Shorts-img_00000002.jpg,32,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Classic_Raglan_Tee-img_00000070.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Two-Button_Blazer-img_00000109.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Pocketed_Leggings-img_00000014.jpg,30,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Leopard_Print_Bodycon_Dress-img_00000049.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Micro-Striped_Trouser_Shorts-img_00000039.jpg,32,0 0 1 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Oversized_Loose-Knit_Cardigan-img_00000015.jpg,6,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Slub_Knit_Cardigan-img_00000037.jpg,6,1 0 0 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Oil_Slick_Workout_Leggings-img_00000031.jpg,30,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Fuzzy_Plaid_Cardigan-img_00000051.jpg,6,0 1 0 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Floral_Stripe_Print_Tank-img_00000002.jpg,17,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Strapless_Woven_Romper-img_00000016.jpg,48,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Lace_Panel_Pintucked_Blouse-img_00000037.jpg,3,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Boyfriend_Graphic_Tee-img_00000009.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 1 0 
Heathered_Fleece-Lined_Cardigan-img_00000020.jpg,6,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Striped_Ringer_Tee-img_00000012.jpg,18,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Heathered_Knit_Midi_Dress-img_00000015.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Wild_MTV_Tee-img_00000001.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Metallic_Knit_Tee-img_00000013.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Faux_Leather_Grid_Shorts-img_00000049.jpg,32,0 0 0 0 0 1 0 ,0 0 0 1 0 0 ,0 0 1 
Collarless_Woven_Blazer-img_00000060.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Floral_Lace_Skater_Dress-img_00000045.jpg,41,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Crochet_Sheath_Dress-img_00000048.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Faux_Shearling_Hooded_Parka-img_00000066.jpg,13,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Cutout_Lace_Cami_Dress-img_00000049.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Crochet_Cutout_Fringe_Tank-img_00000013.jpg,17,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Striped_Cutout-Back_Dress-img_00000065.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Boxy_Pintucked_Top-img_00000010.jpg,19,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Striped_Pencil_Skirt-img_00000023.jpg,33,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Mid-Rise_-_Acid_Wash_Jeggings-img_00000028.jpg,27,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
Buttoned_Floral_Maxi_Dress-img_00000011.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Houndstooth_Drawstring_Joggers-img_00000007.jpg,29,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Surplice_Woven_Jumpsuit-img_00000028.jpg,42,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Bodycon_Faux_Wrap_Dress-img_00000072.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Low-Rise_-_Distressed_Skinny_Jeans-img_00000075.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
V-Cut_Back_Dress-img_00000043.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
The_Beatles_Graphic_Tee-img_00000015.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Hooded_Duffle_Coat-img_00000030.jpg,39,0 0 0 0 0 1 0 ,0 0 0 0 1 0 ,0 0 1 
Tailored_Woven_Blazer-img_00000112.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
V-Neck_Striped_Dress-img_00000013.jpg,41,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Boxy_Rose_Print_Tee-img_00000020.jpg,18,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Damask_Patterned_Mini_Dress-img_00000008.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Tie-Dye_Midi_Dress-img_00000038.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
I_Love_Tacos_Muscle_Tee-img_00000012.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Knife-Pleated_Floral_Skirt-img_00000055.jpg,33,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Must-Have_Ruched_Blazer-img_00000019.jpg,2,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Lace-Paneled_Maxi_Dress-img_00000054.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,1 0 0 
Beaded_Self-Tie_Romper-img_00000004.jpg,48,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Topstitched_Denim_Shorts-img_00000004.jpg,32,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Boat_Neck_Top-img_00000058.jpg,19,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Embroidered_Cutout_Smock_Dress-img_00000051.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Eyelash_Lace_Bodycon_Dress-img_00000001.jpg,41,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Rose_Print_Shorts-img_00000040.jpg,32,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
The_Rolling_Stones_Graphic_Tee-img_00000042.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Abstract_Print_Lace-Paneled_Blouse-img_00000064.jpg,3,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Floral_Lace_Tank-img_00000041.jpg,17,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Lily_Print_Dress-img_00000037.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Tie-Front_Chiffon_Blouse-img_00000067.jpg,3,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Flat_Front_Denim_Shorts-img_00000015.jpg,32,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Butterfly_Print_Tie-Neck_Blouse-img_00000027.jpg,3,0 1 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Open-Front_Duster_Coat-img_00000049.jpg,39,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Crochet_Mesh_Racerback_Tank-img_00000036.jpg,17,0 0 0 1 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Leopard_Print_Joggers-img_00000015.jpg,29,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Sheer_Pleated-Front_Blouse-img_00000039.jpg,3,0 0 0 1 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Faded_Denim_Cutoffs-img_00000022.jpg,24,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Classic_Cotton_Tee-img_00000039.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Paris_France_Sleeveless_Hoodie-img_00000011.jpg,10,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Barbie_Perfect_Tee-img_00000029.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 1 0 
Paisley_Print_Halter_Maxi_Dress-img_00000010.jpg,41,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Floral_Print_Strappy_Dress-img_00000052.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Striped_Racerback_Maxi_Dress-img_00000044.jpg,41,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Distressed_Light_Wash_-_Slim_Fit_Jeans-img_00000012.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,1 0 0 
Favorite_V-Neck_Tee-img_00000024.jpg,18,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Colorblocked_Surplice_Dress-img_00000029.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Marled_Knit_Raglan_Sweater-img_00000008.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Patchwork_Printed_Long_Jumpsuit-img_00000002.jpg,42,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Tulip_Hem_Tie-Dye_Dress-img_00000046.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Ruffled_Floral_Chiffon_Blouse-img_00000067.jpg,3,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 0 1 
Girls_Graphic_Muscle_Tee-img_00000045.jpg,18,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
High-Waisted_Leggings-img_00000019.jpg,30,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,1 0 0 
Life_In_Progress_Wrap_Belt_Chambray_Dress-img_00000002.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Crochet-Trimmed_Gauze_Maxi_Dress-img_00000039.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 1 0 
Classic_Crew_Neck_Sweater-img_00000061.jpg,16,0 0 0 0 0 1 0 ,0 0 0 0 0 1 ,0 0 1 
Mid-Rise_-_Distressed_Skinny_Jeans-img_00000012.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Striped_Lace_Dress-img_00000003.jpg,41,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Tile_Print_Jumpsuit-img_00000063.jpg,42,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Slub_Knit_Baseball_Tee-img_00000022.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Essential_Raglan_Tee-img_00000054.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Pullover_Hoodie-img_00000060.jpg,10,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Diamond_Print_Halter_Cami_Dress-img_00000013.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 1 0 
Draped_Chiffon_Jacket-img_00000040.jpg,11,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Bird_Print_Kimono-img_00000013.jpg,44,1 0 0 0 0 0 0 ,0 1 0 0 0 0 ,0 1 0 
Crochet-Trimmed_Layered_Dress-img_00000045.jpg,41,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Daydreamer_Crocheted_Dress-img_00000069.jpg,41,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Longline_Faux_Fur_Coat-img_00000021.jpg,39,0 0 0 0 0 1 0 ,0 0 0 0 1 0 ,0 0 1 
Bleach_Wash_Chambray_Top-img_00000032.jpg,19,1 0 0 0 0 0 0 ,1 0 0 0 0 0 ,0 0 1 
Textured_Stripe_Smocked_Dress-img_00000001.jpg,41,0 0 0 0 1 0 0 ,0 0 1 0 0 0 ,0 0 1 
Clean_Wash_Slim-Leg_Jeans-img_00000016.jpg,26,0 0 0 0 0 1 0 ,1 0 0 0 0 0 ,0 0 1 
Striped_Open-Front_Cardigan-img_00000021.jpg,6,0 0 1 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Oh_Graphic_Tank-img_00000001.jpg,17,0 1 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Classic_Knit_Sweater-img_00000011.jpg,16,1 0 0 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Textured_Midi_Skirt-img_00000058.jpg,33,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Collarless_Longline_Side-Slit_Jacket-img_00000003.jpg,11,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Southwestern_Pattern_Longline_Cardigan-img_00000033.jpg,6,0 1 0 0 0 0 0 ,0 0 0 0 0 1 ,0 1 0 
Sleeveless_Zip-Front_Hoodie-img_00000026.jpg,10,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
Midnight_Rambler_Muscle_Tee-img_00000013.jpg,18,0 0 0 1 0 0 0 ,0 1 0 0 0 0 ,1 0 0 
Rose_Print_Maxi_Dress-img_00000015.jpg,41,1 0 0 0 0 0 0 ,0 0 1 0 0 0 ,0 0 1 
Fuzzy_Plaid_Cardigan-img_00000031.jpg,6,0 0 0 0 0 0 1 ,0 0 0 0 0 1 ,0 0 1 
Striped_Waffle_Knit_Sweater-img_00000009.jpg,16,0 0 1 0 0 0 0 ,0 0 0 0 0 1 ,0 0 1 
Open-Back_Blouse-img_00000063.jpg,3,0 0 0 0 0 1 0 ,0 1 0 0 0 0 ,0 0 1 
Tribal_Print_Pocket_Tee-img_00000007.jpg,18,0 0 0 0 0 1 0 ,0 0 1 0 0 0 ,0 0 1 
